CH4_out,Vcat_m3,A_over_V_1_per_cm,diameter_cm,porosity
0.002807777587846814,1.178098451453697e-07,1997.097621612757,1.0000003024584871,0.4999997904646244
0.00034725198514981527,4.470762526404596e-07,1998.7028771991647,1.9480468130209396,0.49999806185178236
0.00045291731846059194,2.559129120085966e-07,1999.949726791205,1.4738459128481087,0.49999206134647634
0.00038651769350692513,2.993294447947111e-07,1999.9908634148544,1.5925084663420341,0.49907258075982197
0.0003652635710743916,3.2853831751086996e-07,1997.097621612757,1.6699453589965745,0.49999957864685535
0.0018715260780074316,1.3822217616152467e-07,1999.892905368685,1.0831562828503736,0.49998349087935184
0.001337074931891717,1.571602299603693e-07,1998.926661583971,1.1549937815362987,0.4999974404574721
0.000493274667773498,2.421338000560418e-07,1997.097621612757,1.4336295884851107,0.49999957864685535
0.00041565662447496076,2.7477267301655063e-07,1999.7968017279618,1.527033092765709,0.49989003896106615
0.0014582210351892523,1.5203856344622043e-07,1999.5946148071434,1.136014683801533,0.4999945577047383
0.0011782474552996579,1.647795079685193e-07,1999.9978493711815,1.18266240324365,0.4999994478153245
0.002221817313395363,1.2926754808215607e-07,1999.9896484649173,1.0474920553004559,0.49999206134647634
0.0016592032479155853,1.4480331667896847e-07,1999.0581405314913,1.108653160972989,0.4999931270041322
0.002024607185205914,1.3406291603627534e-07,1999.892905368685,1.0667521419000618,0.4999994541617794
0.000351253819697366,3.769956650911799e-07,1997.981920012978,1.7888643906014607,0.4999995648032724
0.002682605318665801,1.202766877976874e-07,1993.0213453313422,1.0104148566319389,0.4999989949166208
0.0005231584772795323,2.336068408632113e-07,1999.9908634148544,1.4081517118261917,0.4999936436590561
0.0003495952528837827,3.904177636539222e-07,1998.1099821479327,1.8203974613430027,0.499981594340264
0.00035611356523453547,3.5290461753715956e-07,1999.8982079226203,1.7307412659527817,0.4999862958218298
0.0017897714982855629,1.4069101269664663e-07,1999.9502373541222,1.0926865681280473,0.499891759631048
0.0017368502232842204,1.4231870973582623e-07,1999.9502373541222,1.0989892025985442,0.499891759631048
0.0003938962087888224,2.9077324292367223e-07,1998.8555528843913,1.571036819044328,0.49999934036823546
0.0022977251430454024,1.2756639935823761e-07,1999.983612228989,1.0405702001719737,0.4999857373539675
0.0003473435290952359,4.335475314500647e-07,1999.9169977586726,1.9183460268661467,0.49999806185178236
0.0024465843511935355,1.244020613870472e-07,1999.9996169135572,1.0275977203736604,0.4999998018638268
0.002652607614583316,1.2082874965185458e-07,1993.0213453313422,1.0127310697524436,0.4999989949166208
0.0012772287434685919,1.6004990330147734e-07,1997.097621612757,1.1655664734811595,0.4999997904646244
0.0007082659826414074,2.0175089729280485e-07,1999.9984703401326,1.3086297446256638,0.49999912537606134
0.0014904236050906359,1.5077737971807544e-07,1999.740366170676,1.1312900461385196,0.4999918034261286
0.0028077628226819656,1.1781009990074026e-07,1997.097621612757,1.0000013836724957,0.4999997904646244
0.00040675809480142974,2.8051799749668393e-07,1999.5946148071434,1.543076407381785,0.4999945577047383
0.0007478047846726465,1.972547456868138e-07,1998.757243715873,1.2939665501286801,0.49999974583692247
0.0012266783297863002,1.622886058778091e-07,1999.8995625189873,1.1736896290498418,0.4999995913928882
0.00036036690003226886,3.396337368618359e-07,1999.4915689353484,1.697901479220444,0.49999457770816086
0.0023588304374840756,1.262378319897347e-07,1999.8886434048668,1.0351520438396886,0.4999998859860591
0.0010913575206065774,1.6983846473095707e-07,1997.9030207654957,1.2006775205316864,0.4999975183908851
0.0020701318551545667,1.329088201344019e-07,1999.9535517080162,1.0621410142138012,0.4999904399636883
0.00035304231775411596,3.6634684686135685e-07,1998.926661583971,1.7634109662466289,0.49999511501547744
0.0007830264122287845,1.9343684897003504e-07,1999.5925844300232,1.2813719314769276,0.4999911860974362
0.0025471038394558223,1.2243759576565758e-07,1999.5451879190032,1.0194431161195534,0.4999911840177415
0.0025471028373196675,1.2243761045335248e-07,1999.5437793647857,1.0194431161195534,0.49999112403635343
0.0008964277506766796,1.8313114558716443e-07,1999.8437097145136,1.2467813434494168,0.49999944530023
0.0006720322124848341,2.06459331693522e-07,1999.932388668264,1.3238086236779307,0.49999658639154504
0.000604006893070502,2.17160985262643e-07,1998.57847463764,1.3575549331866494,0.4999011650576099
0.0003487991216632982,3.993672435356846e-07,1997.990609846571,1.841174588264554,0.4999984388333357
0.0015711651297825651,1.4784196983014568e-07,1999.0111189992037,1.1202257164398224,0.4999936409739747
0.0005749218537792059,2.2222986485732157e-07,1999.9874081451849,1.373417652314323,0.4999815424608403
0.0003481177255024437,4.0956108246926936e-07,1999.8661060591999,1.8645143166709934,0.499992980674423
0.0021343710486865647,1.3135603047954665e-07,1999.6444972583038,1.0559091341859852,0.4999818301880533
0.0003476864723042474,4.194497636906807e-07,1999.71490630314,1.8868975348652626,0.49999749081374606
